id,city,state,country,latitude,longitude
111083,Alabaster,Alabama,United States,33.24428,-86.81638
111623,Auburn,Alabama,United States,32.60986,-85.48078
111671,Autauga,Alabama,United States,32.53492,-86.64276
111761,Baldwin County,Alabama,United States,30.66097,-87.74984
111815,Barbour,Alabama,United States,31.8696,-85.3932
112267,Bessemer,Alabama,United States,33.40178,-86.95444
112309,Bibb,Alabama,United States,32.99864,-87.12644
112358,Birmingham,Alabama,United States,33.52066,-86.80249
112457,Blount,Alabama,United States,33.98087,-86.56737
113114,Butler County,Alabama,United States,31.75243,-86.68029
113200,Calhoun County,Alabama,United States,33.77143,-85.82603
113720,Chambers,Alabama,United States,32.91437,-85.39204
113957,Chilton,Alabama,United States,32.84785,-86.71881
114367,Coffee,Alabama,United States,31.40263,-85.98821
114379,Colbert,Alabama,United States,34.70043,-87.80498
114896,Cullman County,Alabama,United States,34.13194,-86.86762
114982,Dale,Alabama,United States,31.43182,-85.61103
114994,Dallas County,Alabama,United States,32.32597,-87.10648
115040,Daphne,Alabama,United States,30.60353,-87.9036
115149,Decatur,Alabama,United States,34.60593,-86.98334
115128,DeKalb County,Alabama,United States,34.45977,-85.80414
115415,Dothan,Alabama,United States,31.22323,-85.39049
115662,East Florence,Alabama,United States,34.80953,-87.64947
116057,Elmore County,Alabama,United States,32.59665,-86.14915
116148,Enterprise,Alabama,United States,31.31517,-85.85522
116179,Escambia,Alabama,United States,31.12612,-87.16162
116219,Etowah,Alabama,United States,34.04525,-86.03476
116443,Fayette County,Alabama,United States,33.72121,-87.73886
116577,Florence,Alabama,United States,34.79981,-87.67725
116843,Franklin County,Alabama,United States,34.44167,-87.84381
117004,Gadsden,Alabama,United States,34.01434,-86.00639
117146,Geneva County,Alabama,United States,31.09502,-85.83898
117631,Greene County,Alabama,United States,32.85314,-87.95223
117848,Hale,Alabama,United States,32.76266,-87.62912
118297,Henry County,Alabama,United States,31.51469,-85.24141
118607,Homewood,Alabama,United States,33.47177,-86.80082
118638,Hoover,Alabama,United States,33.40539,-86.81138
118814,Huntsville,Alabama,United States,34.7304,-86.58594
120061,Lamar,Alabama,United States,33.77921,-88.0969
120179,Lauderdale,Alabama,United States,34.90137,-87.654
120229,Lawrence County,Alabama,United States,34.52165,-87.31104
120306,Lee,Alabama,United States,32.60114,-85.35556
120846,Lowndes,Alabama,United States,32.15475,-86.65011
120967,Macon County,Alabama,United States,32.38597,-85.69267
120984,Madison,Alabama,United States,34.69926,-86.74833
121247,Marion County,Alabama,United States,34.13655,-87.88714
122010,Mobile,Alabama,United States,30.69436,-88.04305
122011,Mobile County,Alabama,United States,30.68515,-88.19753
122067,Monroe County,Alabama,United States,31.57084,-87.36543
122130,Montgomery,Alabama,United States,32.36681,-86.29997
122139,Montgomery County,Alabama,United States,32.22026,-86.20761
123496,Opelika,Alabama,United States,32.64541,-85.37828
124074,Perry County,Alabama,United States,32.63847,-87.2944
124123,Phenix City,Alabama,United States,32.47098,-85.00077
124156,Pickens County,Alabama,United States,33.28088,-88.08869
124185,Pike,Alabama,United States,31.80272,-85.94092
124638,Prattville,Alabama,United States,32.46402,-86.4597
125536,Russell County,Alabama,United States,32.28838,-85.18496
126272,Shelby County,Alabama,United States,33.26428,-86.66065
127228,Sumter County,Alabama,United States,32.59101,-88.19879
127390,Talladega County,Alabama,United States,33.38006,-86.16591
127394,Tallapoosa,Alabama,United States,32.8624,-85.7975
127860,Trussville,Alabama,United States,33.61983,-86.60888
127909,Tuscaloosa,Alabama,United States,33.20984,-87.56917
127910,Tuscaloosa County,Alabama,United States,33.28955,-87.52503
128212,Vestavia Hills,Alabama,United States,33.44872,-86.78777
128386,Walker,Alabama,United States,33.80333,-87.29736
128552,Washington County,Alabama,United States,31.4076,-88.20788
111305,Anchorage,Alaska,United States,61.21806,-149.90028
116290,Fairbanks,Alaska,United States,64.83778,-147.71639
119338,Juneau,Alaska,United States,58.30194,-134.41972
111065,Ahwatukee Foothills,Arizona,United States,33.34171,-111.98403
111170,Alhambra,Arizona,United States,33.49838,-112.13432
111380,Apache,Arizona,United States,35.3956,-109.48884
111381,Apache Junction,Arizona,United States,33.41505,-111.54958
111701,Avondale,Arizona,United States,33.4356,-112.3496
112977,Buckeye,Arizona,United States,33.37032,-112.58378
113031,Bullhead City,Arizona,United States,35.14778,-114.5683
113510,Casa Grande,Arizona,United States,32.8795,-111.75735
113512,Casas Adobes,Arizona,United States,32.32341,-110.9951
113564,Catalina Foothills,Arizona,United States,32.29785,-110.9187
113672,Central City,Arizona,United States,33.44001,-112.05805
113731,Chandler,Arizona,United States,33.30616,-111.84125
114349,Cochise,Arizona,United States,31.87957,-109.75114
114360,Coconino,Arizona,United States,35.83873,-111.7705
115180,Deer Valley,Arizona,United States,33.68393,-112.13488
115476,Drexel Heights,Arizona,United States,32.14119,-111.02843
115927,El Mirage,Arizona,United States,33.61309,-112.3246
116116,Encanto,Arizona,United States,33.47937,-112.07823
116546,Flagstaff,Arizona,United States,35.19807,-111.65127
116583,Florence,Arizona,United States,33.03145,-111.38734
116768,Fortuna Foothills,Arizona,United States,32.65783,-114.41189
117201,Gila,Arizona,United States,33.79975,-110.81174
117204,Gilbert,Arizona,United States,33.35283,-111.78903
117285,Glendale,Arizona,United States,33.53865,-112.18599
117393,Goodyear,Arizona,United States,33.43532,-112.35821
117439,Graham County,Arizona,United States,32.93272,-109.88744
119595,Kingman,Arizona,United States,35.18944,-114.05301
119918,Lake Havasu City,Arizona,United States,34.4839,-114.32245
121183,Marana,Arizona,United States,32.43674,-111.22538
121211,Maricopa,Arizona,United States,33.05811,-112.04764
121213,Maricopa County,Arizona,United States,33.34883,-112.49123
121362,Maryvale,Arizona,United States,33.50199,-112.17765
121720,Mesa,Arizona,United States,33.42227,-111.82264
122019,Mohave,Arizona,United States,35.70404,-113.75791
123571,Oro Valley,Arizona,United States,32.39091,-110.96649
124047,Peoria,Arizona,United States,33.5806,-112.23738
124148,Phoenix,Arizona,United States,33.44838,-112.07404
124204,Pima County,Arizona,United States,32.09738,-111.78995
124206,Pinal,Arizona,United States,32.90431,-111.34471
124643,Prescott,Arizona,United States,34.54002,-112.4685
124645,Prescott Valley,Arizona,United States,34.61002,-112.31572
124788,Queen Creek,Arizona,United States,33.24866,-111.6343
125593,Sahuarita,Arizona,United States,31.95758,-110.95565
125827,San Luis,Arizona,United States,32.487,-114.78218
125850,San Tan Valley,Arizona,United States,33.1911,-111.528
125911,Santa Cruz County,Arizona,United States,31.526,-110.84657
126063,Scottsdale,Arizona,United States,33.50921,-111.89903
126406,Sierra Vista,Arizona,United States,31.55454,-110.30369
127232,Sun City,Arizona,United States,33.59754,-112.27182
127290,Surprise,Arizona,United States,33.63059,-112.33322
127494,Tempe,Arizona,United States,33.41477,-111.90931
127495,Tempe Junction,Arizona,United States,33.41421,-111.94348
127874,Tucson,Arizona,United States,32.22174,-110.92648
129672,Yavapai,Arizona,United States,34.59988,-112.55387
129733,Yuma,Arizona,United States,32.72532,-114.6244
111917,Baxter,Arkansas,United States,36.28719,-92.33697
112071,Bella Vista,Arkansas,United States,36.4807,-94.27134
112191,Benton,Arkansas,United States,34.56454,-92.58683
112199,Benton County,Arkansas,United States,36.33872,-94.25619
112210,Bentonville,Arkansas,United States,36.37285,-94.20882
112675,Bradley,Arkansas,United States,33.46642,-92.1624
113154,Cabot,Arkansas,United States,34.97453,-92.01653
113201,Calhoun County,Arkansas,United States,33.55803,-92.50304
113450,Carroll County,Arkansas,United States,36.34102,-93.53818
114121,Clark County,Arkansas,United States,34.05096,-93.17637
